co_codifa,mese,count
026664021,2010-02-01,479
026089019,2010-03-01,2123
023097102,2010-03-01,932
025680024,2010-03-01,653
027860042,2010-03-01,617
026664021,2010-03-01,548
026089019,2010-04-01,1924
023097102,2010-04-01,777
025680024,2010-04-01,586
027860042,2010-04-01,528
026664021,2010-04-01,520
026089019,2010-05-01,1930
023097102,2010-05-01,781
025680024,2010-05-01,641
027860042,2010-05-01,541
026664021,2010-05-01,499
026089019,2010-06-01,1730
025680024,2010-06-01,688
023097102,2010-06-01,681
027860042,2010-06-01,502
026664021,2010-06-01,486
026089019,2010-07-01,1604
025680024,2010-07-01,811
023097102,2010-07-01,672
026664021,2010-07-01,532
025300029,2010-07-01,531
026089019,2010-08-01,1599
025680024,2010-08-01,666
023097102,2010-08-01,610
025300029,2010-08-01,521
026664021,2010-08-01,496
026089019,2010-09-01,1390
023097102,2010-09-01,623
025680024,2010-09-01,441
027860042,2010-09-01,382
026664021,2010-09-01,370
026089019,2010-10-01,1680
023097102,2010-10-01,686
025680024,2010-10-01,567
026664021,2010-10-01,561
027860042,2010-10-01,488
026089019,2010-11-01,1655
023097102,2010-11-01,606
025680024,2010-11-01,576
026664021,2010-11-01,484
027860042,2010-11-01,479
026089019,2010-12-01,1552
023097102,2010-12-01,592
027860042,2010-12-01,508
025680024,2010-12-01,490
026664021,2010-12-01,398
026089019,2011-01-01,2011
023097102,2011-01-01,737
027860042,2011-01-01,639
026664021,2011-01-01,549
033940038,2011-01-01,511
026089019,2011-02-01,1925
023097102,2011-02-01,695
027860042,2011-02-01,587
025680024,2011-02-01,540
026664021,2011-02-01,536
026089019,2011-03-01,1912
023097102,2011-03-01,667
027860042,2011-03-01,544
025680024,2011-03-01,515
026664021,2011-03-01,496
026089019,2011-04-01,1692
023097102,2011-04-01,579
027860042,2011-04-01,505
025680024,2011-04-01,504
026664021,2011-04-01,468
026089019,2011-05-01,1720
023097102,2011-05-01,659
025680024,2011-05-01,555
027860042,2011-05-01,538
026664021,2011-05-01,485
026089019,2011-06-01,1570
025680024,2011-06-01,548
023097102,2011-06-01,493
026664021,2011-06-01,439
027860042,2011-06-01,433
026089019,2011-07-01,1479
025680024,2011-07-01,643
023097102,2011-07-01,488
026664021,2011-07-01,466
025300029,2011-07-01,457
026089019,2011-08-01,1176
025680024,2011-08-01,476
023097102,2011-08-01,383
025300029,2011-08-01,372
026664021,2011-08-01,358
026089019,2011-09-01,1570
025680024,2011-09-01,588
023097102,2011-09-01,546
026664021,2011-09-01,486
027860042,2011-09-01,470
026089019,2011-10-01,1843
023097102,2011-10-01,624
027860042,2011-10-01,499
025680024,2011-10-01,493
026664021,2011-10-01,493
033940038,2011-10-01,393
026089019,2011-11-01,1879
023097102,2011-11-01,662
027860042,2011-11-01,564
025680024,2011-11-01,527
026664021,2011-11-01,504
026089019,2011-12-01,1797
023097102,2011-12-01,617
027860042,2011-12-01,534
025680024,2011-12-01,465
026664021,2011-12-01,464
026089019,2012-01-01,2274
023097102,2012-01-01,736
027860042,2012-01-01,699
026664021,2012-01-01,536
025680024,2012-01-01,517
026089019,2012-02-01,2095
023097102,2012-02-01,607
027860042,2012-02-01,558
026664021,2012-02-01,462
025680024,2012-02-01,450
026089019,2012-03-01,1984
023097102,2012-03-01,567
027860042,2012-03-01,495
025680024,2012-03-01,485
026664021,2012-03-01,445
026089019,2012-04-01,1600
023097102,2012-04-01,450
025680024,2012-04-01,423
026664021,2012-04-01,423
027860042,2012-04-01,391
033940038,2012-04-01,352
026089019,2012-05-01,1856
025680024,2012-05-01,513
023097102,2012-05-01,501
027860042,2012-05-01,489
026664021,2012-05-01,480
026089019,2012-06-01,1478
025680024,2012-06-01,525
027860042,2012-06-01,415
026664021,2012-06-01,408
023097102,2012-06-01,405
026089019,2012-07-01,1595
025680024,2012-07-01,580
025300029,2012-07-01,511
026664021,2012-07-01,497
027860042,2012-07-01,446
026089019,2012-08-01,1178
025300029,2012-08-01,440
025680024,2012-08-01,439
026664021,2012-08-01,371
023097102,2012-08-01,283
026089019,2012-09-01,1754
025680024,2012-09-01,508
023097102,2012-09-01,464
026664021,2012-09-01,443
025300029,2012-09-01,441
026089019,2012-10-01,1979
023097102,2012-10-01,577
025680024,2012-10-01,517
027860042,2012-10-01,510
026664021,2012-10-01,493
026089019,2012-11-01,2020
027860042,2012-11-01,525
023097102,2012-11-01,519
025680024,2012-11-01,519
026664021,2012-11-01,483
033940038,2012-11-01,407
026089019,2012-12-01,1846
023097102,2012-12-01,510
026664021,2012-12-01,441
027860042,2012-12-01,438
025680024,2012-12-01,413
026089019,2013-01-01,2814
027860042,2013-01-01,727
023097102,2013-01-01,655
025680024,2013-01-01,574
026664021,2013-01-01,566
026089019,2013-02-01,2359
027860042,2013-02-01,649
023097102,2013-02-01,615
026664021,2013-02-01,509
025680024,2013-02-01,490
026089019,2013-03-01,2289
027860042,2013-03-01,597
026664021,2013-03-01,542
023097102,2013-03-01,540
025680024,2013-03-01,497
026089019,2013-04-01,1866
027860042,2013-04-01,572
026664021,2013-04-01,490
025680024,2013-04-01,455
025300029,2013-04-01,453
026089019,2013-05-01,1953
025680024,2013-05-01,566
027860042,2013-05-01,553
025300029,2013-05-01,520
026664021,2013-05-01,519
026089019,2013-06-01,1589
025300029,2013-06-01,488
025680024,2013-06-01,472
027860042,2013-06-01,433
026664021,2013-06-01,431
026089019,2013-07-01,1703
025680024,2013-07-01,614
025300029,2013-07-01,603
026664021,2013-07-01,497
027860042,2013-07-01,468
026089019,2013-08-01,1274
025680024,2013-08-01,468
025300029,2013-08-01,452
026664021,2013-08-01,371
023097102,2013-08-01,280
026089019,2013-09-01,1868
025680024,2013-09-01,567
026664021,2013-09-01,525
025300029,2013-09-01,497
023097102,2013-09-01,485
026089019,2013-10-01,2164
025680024,2013-10-01,609
027860042,2013-10-01,589
023097102,2013-10-01,581
026664021,2013-10-01,563
026089019,2013-11-01,1897
025680024,2013-11-01,573
027860042,2013-11-01,532
026664021,2013-11-01,503
023097102,2013-11-01,485
026089019,2013-12-01,2154
027860042,2013-12-01,601
023097102,2013-12-01,543
026664021,2013-12-01,497
025680024,2013-12-01,436
026089019,2014-01-01,2767
027860042,2014-01-01,766
023097102,2014-01-01,712
026664021,2014-01-01,626
025680024,2014-01-01,585
026089019,2014-02-01,2327
027860042,2014-02-01,677
026664021,2014-02-01,562
033940038,2014-02-01,533
023097102,2014-02-01,497
026089019,2014-03-01,2360
027860042,2014-03-01,618
023097102,2014-03-01,557
026664021,2014-03-01,526
025680024,2014-03-01,474
026089019,2014-04-01,1767
027860042,2014-04-01,555
026664021,2014-04-01,478
025300029,2014-04-01,455
025680024,2014-04-01,435
026089019,2014-05-01,1936
027860042,2014-05-01,593
026664021,2014-05-01,570
025300029,2014-05-01,543
025680024,2014-05-01,520
026089019,2014-06-01,1572
025300029,2014-06-01,543
026664021,2014-06-01,521
025680024,2014-06-01,514
027860042,2014-06-01,463
026089019,2014-07-01,1774
025300029,2014-07-01,629
025680024,2014-07-01,624
026664021,2014-07-01,560
027860042,2014-07-01,501
026089019,2014-08-01,1289
025680024,2014-08-01,482
025300029,2014-08-01,475
026664021,2014-08-01,385
027860042,2014-08-01,328
026089019,2014-09-01,1977
025680024,2014-09-01,581
026664021,2014-09-01,572
025300029,2014-09-01,571
027860042,2014-09-01,497
026089019,2014-10-01,2139
026664021,2014-10-01,714
027860042,2014-10-01,586
025680024,2014-10-01,552
025300029,2014-10-01,487
026089019,2014-11-01,1945
026664021,2014-11-01,532
027860042,2014-11-01,531
025680024,2014-11-01,468
025300029,2014-11-01,429
026089019,2014-12-01,2126
027860042,2014-12-01,573
026664021,2014-12-01,500
025300029,2014-12-01,470
025680024,2014-12-01,459
026089019,2015-01-01,2908
027860042,2015-01-01,702
023097102,2015-01-01,610
026664021,2015-01-01,605
025202058,2015-01-01,592
026089019,2015-02-01,2439
026664021,2015-02-01,637
027860042,2015-02-01,600
033940038,2015-02-01,529
023097102,2015-02-01,497
026089019,2015-03-01,2468
027860042,2015-03-01,671
026664021,2015-03-01,608
025680024,2015-03-01,561
025300029,2015-03-01,546
026089019,2015-04-01,1827
025300029,2015-04-01,501
025680024,2015-04-01,490
026664021,2015-04-01,489
027860042,2015-04-01,383
026089019,2015-05-01,1770
025300029,2015-05-01,634
026664021,2015-05-01,505
025680024,2015-05-01,495
027860042,2015-05-01,358
026089019,2015-06-01,1646
025300029,2015-06-01,608
025680024,2015-06-01,559
026664021,2015-06-01,542
027860042,2015-06-01,421
026089019,2015-07-01,1682
025680024,2015-07-01,679
025300029,2015-07-01,677
026664021,2015-07-01,538
027860042,2015-07-01,415
026089019,2015-08-01,1253
025300029,2015-08-01,619
026664021,2015-08-01,476
025680024,2015-08-01,455
027860042,2015-08-01,287
026089019,2015-09-01,1682
025300029,2015-09-01,703
025680024,2015-09-01,622
026664021,2015-09-01,582
027860042,2015-09-01,483
026089019,2015-10-01,1927
026664021,2015-10-01,571
027860042,2015-10-01,547
025300029,2015-10-01,501
025680024,2015-10-01,498
026089019,2015-11-01,1969
027860042,2015-11-01,567
026664021,2015-11-01,541
025680024,2015-11-01,471
025300029,2015-11-01,458
026089019,2015-12-01,2060
027860042,2015-12-01,594
026664021,2015-12-01,512
025300029,2015-12-01,479
023097102,2015-12-01,421
026089019,2016-01-01,2117
027860042,2016-01-01,583
025680024,2016-01-01,528
025300029,2016-01-01,510
026664021,2016-01-01,480
026089019,2016-02-01,2232
027860042,2016-02-01,594
026664021,2016-02-01,530
025680024,2016-02-01,521
025300029,2016-02-01,500
026089019,2016-03-01,2395
027860042,2016-03-01,651
025300029,2016-03-01,552
026664021,2016-03-01,537
025680024,2016-03-01,504
026089019,2016-04-01,1820
027860042,2016-04-01,550
025300029,2016-04-01,448
026664021,2016-04-01,440
025680024,2016-04-01,423
026089019,2016-05-01,1878
027860042,2016-05-01,561
026664021,2016-05-01,497
025680024,2016-05-01,493
025300029,2016-05-01,486
026089019,2016-06-01,1686
025680024,2016-06-01,510
025300029,2016-06-01,491
027860042,2016-06-01,462
026664021,2016-06-01,417
026089019,2016-07-01,1539
025300029,2016-07-01,615
025680024,2016-07-01,568
026664021,2016-07-01,464
027860042,2016-07-01,401
026089019,2016-08-01,1359
025680024,2016-08-01,529
025300029,2016-08-01,474
026664021,2016-08-01,461
027860042,2016-08-01,320
026089019,2016-09-01,1809
025680024,2016-09-01,571
025300029,2016-09-01,495
027860042,2016-09-01,461
026664021,2016-09-01,405
026089019,2016-10-01,1804
027860042,2016-10-01,520
025300029,2016-10-01,445
026664021,2016-10-01,434
025680024,2016-10-01,421
026089019,2016-11-01,1819
027860042,2016-11-01,539
025680024,2016-11-01,525
025300029,2016-11-01,456
026664021,2016-11-01,448
026089019,2016-12-01,2275
027860042,2016-12-01,666
026664021,2016-12-01,506
025300029,2016-12-01,473
025680024,2016-12-01,419
026089019,2017-01-01,2457
027860042,2017-01-01,759
026664021,2017-01-01,547
025300029,2017-01-01,504
025680024,2017-01-01,500
026089019,2017-02-01,1997
027860042,2017-02-01,553
025680024,2017-02-01,463
025300029,2017-02-01,451
026664021,2017-02-01,412
026089019,2017-03-01,2284
027860042,2017-03-01,640
025300029,2017-03-01,542
025680024,2017-03-01,539
026664021,2017-03-01,416
026089019,2017-04-01,1528
027860042,2017-04-01,486
025300029,2017-04-01,429
025680024,2017-04-01,416
026664021,2017-04-01,371
026089019,2017-05-01,2014
027860042,2017-05-01,558
025680024,2017-05-01,522
025300029,2017-05-01,498
026664021,2017-05-01,456
026089019,2017-06-01,1589
025680024,2017-06-01,509
025300029,2017-06-01,495
027860042,2017-06-01,456
026664021,2017-06-01,369
026089019,2017-07-01,1661
025300029,2017-07-01,576
025680024,2017-07-01,561
027860042,2017-07-01,446
026664021,2017-07-01,445
026089019,2017-08-01,1283
025680024,2017-08-01,527
025300029,2017-08-01,489
026664021,2017-08-01,383
027860042,2017-08-01,313
026089019,2017-09-01,1955
027860042,2017-09-01,504
025680024,2017-09-01,501
025300029,2017-09-01,478
026664021,2017-09-01,477
026089019,2017-10-01,2171
027860042,2017-10-01,654
025680024,2017-10-01,507
026664021,2017-10-01,496
025300029,2017-10-01,457
026089019,2017-11-01,2026
027860042,2017-11-01,541
026664021,2017-11-01,450
025680024,2017-11-01,443
025300029,2017-11-01,431
026089019,2017-12-01,1901
027860042,2017-12-01,595
026664021,2017-12-01,414
025300029,2017-12-01,401
025680024,2017-12-01,356
026089019,2018-01-01,2868
027860042,2018-01-01,904
026664021,2018-01-01,542
025300029,2018-01-01,534
025680024,2018-01-01,529
025202058,2018-01-01,529
026089019,2018-02-01,2091
027860042,2018-02-01,611
026664021,2018-02-01,495
025202058,2018-02-01,404
025680024,2018-02-01,391
026089019,2018-03-01,2040
027860042,2018-03-01,599
026664021,2018-03-01,545
025680024,2018-03-01,451
025300029,2018-03-01,398
026089019,2018-04-01,1630
027860042,2018-04-01,471
026664021,2018-04-01,449
025680024,2018-04-01,377
025300029,2018-04-01,350
026089019,2018-05-01,1812
027860042,2018-05-01,555
026664021,2018-05-01,482
025680024,2018-05-01,458
025300029,2018-05-01,410
026089019,2018-06-01,1552
025680024,2018-06-01,449
027860042,2018-06-01,422
026664021,2018-06-01,410
025300029,2018-06-01,395
026089019,2018-07-01,1571
025680024,2018-07-01,515
025300029,2018-07-01,492
027860042,2018-07-01,434
026664021,2018-07-01,402
026089019,2018-08-01,1089
025680024,2018-08-01,403
025300029,2018-08-01,370
026664021,2018-08-01,337
027860042,2018-08-01,314
026089019,2018-09-01,304
025680024,2018-09-01,97
026664021,2018-09-01,96
027860042,2018-09-01,96
025300029,2018-09-01,93
025202058,2018-09-01,70
