co_atc,mese,count
J01FA09,2010-02-01,1308
J01MA02,2010-02-01,905
J01FA10,2010-02-01,858
J01CR02,2010-03-01,4415
J01CA04,2010-03-01,1758
J01FA09,2010-03-01,1572
J01FA10,2010-03-01,1126
J01MA02,2010-03-01,995
J01CR02,2010-04-01,3942
J01CA04,2010-04-01,1410
J01FA09,2010-04-01,1262
J01FA10,2010-04-01,946
J01MA02,2010-04-01,923
J01CR02,2010-05-01,4054
J01CA04,2010-05-01,1383
J01FA09,2010-05-01,1224
J01FA10,2010-05-01,932
J01MA12,2010-05-01,879
J01CR02,2010-06-01,3454
J01CA04,2010-06-01,1241
J01FA09,2010-06-01,991
J01MA02,2010-06-01,882
J01FA10,2010-06-01,834
J01CR02,2010-07-01,3244
J01CA04,2010-07-01,1140
J01MA02,2010-07-01,935
J01XX01,2010-07-01,910
J01FA09,2010-07-01,899
J01CR02,2010-08-01,3152
J01CA04,2010-08-01,1119
J01FA09,2010-08-01,891
J01MA02,2010-08-01,816
J01XX01,2010-08-01,738
J01CR02,2010-09-01,2851
J01CA04,2010-09-01,1125
J01FA09,2010-09-01,891
J01MA02,2010-09-01,703
J01FA10,2010-09-01,683
J01CR02,2010-10-01,3822
J01CA04,2010-10-01,1293
J01FA09,2010-10-01,1192
J01MA02,2010-10-01,947
J01FA10,2010-10-01,861
J01CR02,2010-11-01,3648
J01CA04,2010-11-01,1129
J01FA09,2010-11-01,1116
J01MA02,2010-11-01,880
J01FA10,2010-11-01,872
J01CR02,2010-12-01,3644
J01FA09,2010-12-01,1157
J01CA04,2010-12-01,1060
J01FA10,2010-12-01,878
J01MA02,2010-12-01,771
J01CR02,2011-01-01,4599
J01FA09,2011-01-01,1470
J01CA04,2011-01-01,1329
J01FA10,2011-01-01,1136
J01MA02,2011-01-01,968
J01CR02,2011-02-01,4384
J01FA09,2011-02-01,1366
J01CA04,2011-02-01,1281
J01FA10,2011-02-01,1086
J01MA02,2011-02-01,931
J01CR02,2011-03-01,4299
J01CA04,2011-03-01,1243
J01FA09,2011-03-01,1200
J01FA10,2011-03-01,1030
J01MA02,2011-03-01,872
J01CR02,2011-04-01,3699
J01FA09,2011-04-01,1076
J01CA04,2011-04-01,1048
J01FA10,2011-04-01,952
J01MA02,2011-04-01,831
J01CR02,2011-05-01,3880
J01CA04,2011-05-01,1150
J01FA09,2011-05-01,1147
J01FA10,2011-05-01,983
J01MA02,2011-05-01,881
J01CR02,2011-06-01,3369
J01CA04,2011-06-01,884
J01FA09,2011-06-01,874
J01MA02,2011-06-01,804
J01FA10,2011-06-01,789
J01CR02,2011-07-01,3062
J01CA04,2011-07-01,831
J01MA02,2011-07-01,830
J01FA09,2011-07-01,769
J01XX01,2011-07-01,758
J01CR02,2011-08-01,2506
J01FA09,2011-08-01,669
J01CA04,2011-08-01,668
J01MA02,2011-08-01,620
J01XX01,2011-08-01,559
J01CR02,2011-09-01,3507
J01CA04,2011-09-01,1002
J01FA09,2011-09-01,939
J01MA02,2011-09-01,899
J01FA10,2011-09-01,803
J01CR02,2011-10-01,4047
J01CA04,2011-10-01,1127
J01FA09,2011-10-01,1102
J01FA10,2011-10-01,946
J01MA02,2011-10-01,889
J01CR02,2011-11-01,4202
J01CA04,2011-11-01,1195
J01FA09,2011-11-01,1122
J01FA10,2011-11-01,993
J01MA02,2011-11-01,922
J01CR02,2011-12-01,3984
J01CA04,2011-12-01,1099
J01FA09,2011-12-01,1074
J01FA10,2011-12-01,978
J01MA02,2011-12-01,806
J01CR02,2012-01-01,5065
J01FA09,2012-01-01,1447
J01CA04,2012-01-01,1324
J01FA10,2012-01-01,1192
J01MA12,2012-01-01,995
J01CR02,2012-02-01,4514
J01FA09,2012-02-01,1323
J01CA04,2012-02-01,1136
J01FA10,2012-02-01,1010
J01MA12,2012-02-01,963
J01CR02,2012-03-01,4085
J01FA09,2012-03-01,1100
J01CA04,2012-03-01,1014
J01FA10,2012-03-01,943
J01MA12,2012-03-01,862
J01CR02,2012-04-01,3359
J01FA09,2012-04-01,856
J01CA04,2012-04-01,854
J01FA10,2012-04-01,748
J01MA02,2012-04-01,707
J01CR02,2012-05-01,3805
J01FA09,2012-05-01,1021
J01CA04,2012-05-01,924
J01MA02,2012-05-01,832
J01FA10,2012-05-01,828
J01CR02,2012-06-01,3063
J01FA09,2012-06-01,758
J01MA02,2012-06-01,746
J01CA04,2012-06-01,734
J01FA10,2012-06-01,698
J01CR02,2012-07-01,3238
J01MA02,2012-07-01,832
J01CA04,2012-07-01,732
J01XX01,2012-07-01,723
J01FA09,2012-07-01,717
J01CR02,2012-08-01,2474
J01MA02,2012-08-01,605
J01FA09,2012-08-01,576
J01XX01,2012-08-01,557
J01CA04,2012-08-01,554
J01CR02,2012-09-01,3496
J01CA04,2012-09-01,900
J01FA09,2012-09-01,845
J01MA02,2012-09-01,783
J01FA10,2012-09-01,728
J01CR02,2012-10-01,4068
J01CA04,2012-10-01,1050
J01FA09,2012-10-01,940
J01MA12,2012-10-01,907
J01MA02,2012-10-01,905
J01CR02,2012-11-01,4094
J01FA09,2012-11-01,1034
J01CA04,2012-11-01,964
J01FA10,2012-11-01,899
J01MA12,2012-11-01,844
J01CR02,2012-12-01,3775
J01FA09,2012-12-01,934
J01CA04,2012-12-01,900
J01FA10,2012-12-01,791
J01MA02,2012-12-01,763
J01CR02,2013-01-01,5677
J01FA09,2013-01-01,1479
J01CA04,2013-01-01,1219
J01FA10,2013-01-01,1199
J01MA12,2013-01-01,1015
J01CR02,2013-02-01,4932
J01FA09,2013-02-01,1238
J01CA04,2013-02-01,1175
J01FA10,2013-02-01,1099
J01MA12,2013-02-01,960
J01CR02,2013-03-01,4434
J01FA09,2013-03-01,1143
J01CA04,2013-03-01,949
J01FA10,2013-03-01,940
J01MA02,2013-03-01,933
J01CR02,2013-04-01,3718
J01FA09,2013-04-01,937
J01FA10,2013-04-01,885
J01CA04,2013-04-01,810
J01MA02,2013-04-01,808
J01CR02,2013-05-01,3823
J01CA04,2013-05-01,899
J01FA09,2013-05-01,895
J01FA10,2013-05-01,883
J01MA02,2013-05-01,862
J01CR02,2013-06-01,3149
J01FA09,2013-06-01,771
J01MA02,2013-06-01,744
J01CA04,2013-06-01,711
J01FA10,2013-06-01,700
J01CR02,2013-07-01,3277
J01MA02,2013-07-01,838
J01CA04,2013-07-01,715
J01FA10,2013-07-01,710
J01XX01,2013-07-01,705
J01CR02,2013-08-01,2406
J01MA02,2013-08-01,610
J01XX01,2013-08-01,550
J01FA09,2013-08-01,520
J01MA12,2013-08-01,489
J01CR02,2013-09-01,3780
J01MA02,2013-09-01,901
J01FA09,2013-09-01,876
J01CA04,2013-09-01,874
J01MA12,2013-09-01,785
J01CR02,2013-10-01,4224
J01CA04,2013-10-01,1044
J01FA09,2013-10-01,989
J01FA10,2013-10-01,949
J01MA02,2013-10-01,932
J01CR02,2013-11-01,3821
J01FA09,2013-11-01,871
J01MA02,2013-11-01,860
J01CA04,2013-11-01,858
J01FA10,2013-11-01,817
J01CR02,2013-12-01,4338
J01FA09,2013-12-01,1080
J01CA04,2013-12-01,975
J01FA10,2013-12-01,959
J01MA12,2013-12-01,842
J01CR02,2014-01-01,5625
J01FA09,2014-01-01,1421
J01FA10,2014-01-01,1214
J01CA04,2014-01-01,1210
J01MA02,2014-01-01,1125
J01CR02,2014-02-01,4640
J01FA09,2014-02-01,1229
J01FA10,2014-02-01,1042
J01MA02,2014-02-01,962
J01CA04,2014-02-01,953
J01CR02,2014-03-01,4807
J01FA09,2014-03-01,1250
J01CA04,2014-03-01,1028
J01FA10,2014-03-01,988
J01MA02,2014-03-01,946
J01CR02,2014-04-01,3690
J01FA09,2014-04-01,915
J01MA02,2014-04-01,811
J01FA10,2014-04-01,800
J01MA12,2014-04-01,720
J01CR02,2014-05-01,3879
J01MA02,2014-05-01,918
J01FA09,2014-05-01,903
J01FA10,2014-05-01,881
J01MA12,2014-05-01,810
J01CR02,2014-06-01,3242
J01FA09,2014-06-01,849
J01MA02,2014-06-01,820
J01FA10,2014-06-01,725
J01CA04,2014-06-01,685
J01MA12,2014-06-01,685
J01CR02,2014-07-01,3435
J01MA02,2014-07-01,917
J01FA09,2014-07-01,751
J01XX01,2014-07-01,730
J01CA04,2014-07-01,721
J01CR02,2014-08-01,2492
J01MA02,2014-08-01,627
J01XX01,2014-08-01,575
J01FA09,2014-08-01,529
A07AA11,2014-08-01,500
J01CR02,2014-09-01,3926
J01MA02,2014-09-01,1007
J01FA09,2014-09-01,838
J01CA04,2014-09-01,804
J01MA12,2014-09-01,750
J01CR02,2014-10-01,4317
J01MA02,2014-10-01,1127
J01FA09,2014-10-01,974
J01FA10,2014-10-01,912
J01CA04,2014-10-01,908
J01CR02,2014-11-01,3923
J01MA02,2014-11-01,871
J01FA09,2014-11-01,848
J01FA10,2014-11-01,782
J01MA12,2014-11-01,781
J01CR02,2014-12-01,4140
J01FA09,2014-12-01,1041
J01FA10,2014-12-01,867
J01MA02,2014-12-01,850
J01MA12,2014-12-01,770
J01CA04,2014-12-01,770
J01CR02,2015-01-01,5696
J01FA09,2015-01-01,1535
J01FA10,2015-01-01,1229
J01CA04,2015-01-01,1179
J01DD08,2015-01-01,1067
J01CR02,2015-02-01,4819
J01FA09,2015-02-01,1218
J01DD08,2015-02-01,1054
J01FA10,2015-02-01,1032
J01MA02,2015-02-01,1019
J01CR02,2015-03-01,4877
J01FA09,2015-03-01,1227
J01FA10,2015-03-01,1075
J01MA02,2015-03-01,1005
J01CA04,2015-03-01,988
J01CR02,2015-04-01,3528
J01FA09,2015-04-01,844
J01MA02,2015-04-01,817
J01FA10,2015-04-01,787
J01MA12,2015-04-01,709
J01CR02,2015-05-01,3289
J01MA02,2015-05-01,833
J01FA09,2015-05-01,736
J01FA10,2015-05-01,726
A07AA11,2015-05-01,680
J01CR02,2015-06-01,3158
J01MA02,2015-06-01,915
J01FA09,2015-06-01,748
J01FA10,2015-06-01,681
J01XX01,2015-06-01,669
J01CR02,2015-07-01,3178
J01MA02,2015-07-01,891
J01XX01,2015-07-01,801
A07AA11,2015-07-01,726
J02AC01,2015-07-01,671
J01CR02,2015-08-01,2337
J01MA02,2015-08-01,718
A07AA11,2015-08-01,677
J01XX01,2015-08-01,553
J01FA10,2015-08-01,469
J01CR02,2015-09-01,3298
J01MA02,2015-09-01,929
J01FA10,2015-09-01,762
J01FA09,2015-09-01,752
J01XX01,2015-09-01,742
J01CR02,2015-10-01,3848
J01MA02,2015-10-01,978
J01FA09,2015-10-01,904
J01FA10,2015-10-01,898
J01CA04,2015-10-01,818
J01CR02,2015-11-01,3816
J01MA02,2015-11-01,912
J01FA10,2015-11-01,878
J01CA04,2015-11-01,841
J01FA09,2015-11-01,837
J01CR02,2015-12-01,3913
J01FA09,2015-12-01,942
J01FA10,2015-12-01,914
J01MA02,2015-12-01,868
J01CA04,2015-12-01,803
J01CR02,2016-01-01,4143
J01FA09,2016-01-01,975
J01FA10,2016-01-01,903
J01CA04,2016-01-01,882
J01MA02,2016-01-01,840
J01CR02,2016-02-01,4328
J01FA09,2016-02-01,1055
J01FA10,2016-02-01,989
J01MA02,2016-02-01,940
J01DD08,2016-02-01,887
J01CR02,2016-03-01,4709
J01FA09,2016-03-01,1119
J01FA10,2016-03-01,1002
J01MA02,2016-03-01,966
J01CA04,2016-03-01,895
J01CR02,2016-04-01,3464
J01FA10,2016-04-01,826
J01FA09,2016-04-01,794
J01MA02,2016-04-01,762
J01DD08,2016-04-01,721
J01CR02,2016-05-01,3704
J01MA02,2016-05-01,859
J01FA09,2016-05-01,837
J01FA10,2016-05-01,809
J01CA04,2016-05-01,700
J01CR02,2016-06-01,3120
J01MA02,2016-06-01,758
J01FA10,2016-06-01,717
J01FA09,2016-06-01,662
J01XX01,2016-06-01,593
J01CR02,2016-07-01,2842
J01MA02,2016-07-01,781
J01XX01,2016-07-01,677
A07AA11,2016-07-01,649
J01FA10,2016-07-01,603
J01CR02,2016-08-01,2556
J01MA02,2016-08-01,705
J01XX01,2016-08-01,632
J01FA09,2016-08-01,546
A07AA11,2016-08-01,522
J01CR02,2016-09-01,3470
J01MA02,2016-09-01,786
J01FA10,2016-09-01,703
J01FA09,2016-09-01,682
J01XX01,2016-09-01,667
J01CR02,2016-10-01,3509
J01FA10,2016-10-01,823
J01MA02,2016-10-01,804
J01FA09,2016-10-01,797
J01CA04,2016-10-01,701
J01CR02,2016-11-01,3548
J01MA02,2016-11-01,844
J01FA10,2016-11-01,832
J01FA09,2016-11-01,749
J01CA04,2016-11-01,674
J01CR02,2016-12-01,4371
J01FA10,2016-12-01,1030
J01FA09,2016-12-01,1012
J01MA02,2016-12-01,953
J01DD08,2016-12-01,870
J01CR02,2017-01-01,4453
J01FA10,2017-01-01,1094
J01FA09,2017-01-01,1072
J01MA02,2017-01-01,1027
J01CA04,2017-01-01,784
J01CR02,2017-02-01,3456
J01FA10,2017-02-01,820
J01FA09,2017-02-01,808
J01MA02,2017-02-01,798
J01CA04,2017-02-01,706
J01CR02,2017-03-01,3982
J01FA10,2017-03-01,982
J01FA09,2017-03-01,916
J01MA02,2017-03-01,830
J01CA04,2017-03-01,777
J01CR02,2017-04-01,2649
J01MA02,2017-04-01,701
J01FA10,2017-04-01,668
J01FA09,2017-04-01,610
J01MA12,2017-04-01,519
J01CR02,2017-05-01,3407
J01MA02,2017-05-01,836
J01FA10,2017-05-01,804
J01FA09,2017-05-01,749
J01CA04,2017-05-01,626
J01CR02,2017-06-01,2701
J01MA02,2017-06-01,691
J01FA10,2017-06-01,645
J01XX01,2017-06-01,592
J01FA09,2017-06-01,532
J01CR02,2017-07-01,2739
J01MA02,2017-07-01,717
J01XX01,2017-07-01,660
A07AA11,2017-07-01,628
J01FA10,2017-07-01,613
J01CR02,2017-08-01,2178
J01XX01,2017-08-01,608
J01MA02,2017-08-01,588
A07AA11,2017-08-01,521
J01FA10,2017-08-01,423
J01CR02,2017-09-01,3255
J01MA02,2017-09-01,806
J01FA10,2017-09-01,682
J01XX01,2017-09-01,603
J01FA09,2017-09-01,598
J01CR02,2017-10-01,3653
J01FA10,2017-10-01,928
J01MA02,2017-10-01,799
J01FA09,2017-10-01,745
J01CA04,2017-10-01,711
J01CR02,2017-11-01,3453
J01FA10,2017-11-01,812
J01MA02,2017-11-01,709
J01FA09,2017-11-01,686
J01DD04,2017-11-01,604
J01CR02,2017-12-01,3240
J01FA10,2017-12-01,840
J01FA09,2017-12-01,733
J01MA02,2017-12-01,663
J01DD08,2017-12-01,645
J01CR02,2018-01-01,4899
J01FA10,2018-01-01,1248
J01FA09,2018-01-01,1162
J01DD08,2018-01-01,930
J01MA02,2018-01-01,906
J01CR02,2018-02-01,3596
J01FA10,2018-02-01,868
J01FA09,2018-02-01,793
J01MA02,2018-02-01,746
J01DD08,2018-02-01,693
J01CR02,2018-03-01,3466
J01FA10,2018-03-01,822
J01MA02,2018-03-01,821
J01FA09,2018-03-01,760
J01MA12,2018-03-01,629
J01CR02,2018-04-01,2662
J01MA02,2018-04-01,669
J01FA10,2018-04-01,663
J01FA09,2018-04-01,573
J01MA12,2018-04-01,549
J01CR02,2018-05-01,3003
J01MA02,2018-05-01,790
J01FA10,2018-05-01,762
J01FA09,2018-05-01,605
J01XX01,2018-05-01,562
J01CR02,2018-06-01,2552
J01MA02,2018-06-01,643
J01FA10,2018-06-01,590
J01XX01,2018-06-01,535
J01FA09,2018-06-01,491
J01CR02,2018-07-01,2523
J01XX01,2018-07-01,614
J01MA02,2018-07-01,601
J01FA10,2018-07-01,558
A07AA11,2018-07-01,520
J01CR02,2018-08-01,1802
J01MA02,2018-08-01,497
J01XX01,2018-08-01,476
J01FA10,2018-08-01,417
A07AA11,2018-08-01,386
J01CR02,2018-09-01,539
J01MA02,2018-09-01,133
J01FA09,2018-09-01,126
J01FA10,2018-09-01,122
J01XX01,2018-09-01,122
J01DD04,2018-09-01,107
