co_atc,mese,count
J01MA12,2010-03-01,1761
J01MA02,2010-03-01,1642
J01CR02,2010-04-01,4730
J01CA04,2010-04-01,1860
J01MA02,2010-04-01,1571
J01MA12,2010-04-01,1541
J01FA09,2010-04-01,1479
J01CR02,2010-05-01,4502
J01CA04,2010-05-01,1744
J01MA02,2010-05-01,1488
J01MA12,2010-05-01,1467
J01FA09,2010-05-01,1404
J01CR02,2010-06-01,4159
J01CA04,2010-06-01,1641
J01MA02,2010-06-01,1499
J01MA12,2010-06-01,1381
A07AA11,2010-06-01,1376
J01CR02,2010-07-01,4140
A07AA11,2010-07-01,1590
J01MA02,2010-07-01,1519
J01CA04,2010-07-01,1465
J01MA12,2010-07-01,1270
J01CR02,2010-08-01,3772
A07AA11,2010-08-01,1447
J01CA04,2010-08-01,1415
J01MA02,2010-08-01,1293
J01FA09,2010-08-01,1073
J01CR02,2010-09-01,3502
J01CA04,2010-09-01,1403
J01MA02,2010-09-01,1161
J01MA12,2010-09-01,1022
J01FA09,2010-09-01,1017
J01CR02,2010-10-01,4789
J01MA12,2010-10-01,1628
J01MA02,2010-10-01,1626
J01CA04,2010-10-01,1599
J01FA09,2010-10-01,1452
J01CR02,2010-11-01,4513
J01CA04,2010-11-01,1544
J01MA12,2010-11-01,1478
J01MA02,2010-11-01,1438
J01FA09,2010-11-01,1269
J01CR02,2010-12-01,4559
J01MA12,2010-12-01,1482
J01CA04,2010-12-01,1458
J01MA02,2010-12-01,1426
J01FA09,2010-12-01,1350
J01CR02,2011-01-01,5478
J01FA09,2011-01-01,1785
J01CA04,2011-01-01,1769
J01MA02,2011-01-01,1642
J01MA12,2011-01-01,1631
J01CR02,2011-02-01,5255
J01CA04,2011-02-01,1672
J01MA12,2011-02-01,1607
J01FA09,2011-02-01,1598
J01MA02,2011-02-01,1491
J01CR02,2011-03-01,5162
J01CA04,2011-03-01,1642
J01MA02,2011-03-01,1630
J01MA12,2011-03-01,1614
J01FA09,2011-03-01,1604
J01CR02,2011-04-01,4424
J01MA12,2011-04-01,1402
J01MA02,2011-04-01,1400
J01FA09,2011-04-01,1340
J01CA04,2011-04-01,1289
J01CR02,2011-05-01,4731
J01MA12,2011-05-01,1517
J01MA02,2011-05-01,1458
J01CA04,2011-05-01,1444
J01FA09,2011-05-01,1405
J01CR02,2011-06-01,4035
J01MA02,2011-06-01,1364
A07AA11,2011-06-01,1288
J01MA12,2011-06-01,1228
J01CA04,2011-06-01,1196
J01CR02,2011-07-01,3852
A07AA11,2011-07-01,1417
J01MA02,2011-07-01,1408
J01CA04,2011-07-01,1163
J01MA12,2011-07-01,1096
J01CR02,2011-08-01,3164
A07AA11,2011-08-01,1066
J01MA02,2011-08-01,1043
J01CA04,2011-08-01,919
J01MA12,2011-08-01,830
J01CR02,2011-09-01,4290
J01MA02,2011-09-01,1454
J01CA04,2011-09-01,1293
A07AA11,2011-09-01,1291
J01MA12,2011-09-01,1206
J01CR02,2011-10-01,4920
J01CA04,2011-10-01,1576
J01MA12,2011-10-01,1544
J01MA02,2011-10-01,1467
J01FA09,2011-10-01,1400
J01CR02,2011-11-01,5328
J01MA12,2011-11-01,1722
J01MA02,2011-11-01,1624
J01CA04,2011-11-01,1552
J01FA09,2011-11-01,1475
J01CR02,2011-12-01,4909
J01MA12,2011-12-01,1614
J01CA04,2011-12-01,1448
J01FA09,2011-12-01,1404
J01MA02,2011-12-01,1403
J01CR02,2012-01-01,6374
J01MA12,2012-01-01,1892
J01CA04,2012-01-01,1785
J01FA09,2012-01-01,1775
J01MA02,2012-01-01,1728
J01CR02,2012-02-01,5449
J01MA12,2012-02-01,1830
J01FA09,2012-02-01,1545
J01MA02,2012-02-01,1491
J01CA04,2012-02-01,1463
J01CR02,2012-03-01,5072
J01MA12,2012-03-01,1583
J01MA02,2012-03-01,1522
J01CA04,2012-03-01,1368
J01FA09,2012-03-01,1334
J01CR02,2012-04-01,4261
J01MA12,2012-04-01,1365
J01MA02,2012-04-01,1269
J01FA09,2012-04-01,1209
A07AA11,2012-04-01,1194
J01CR02,2012-05-01,4810
J01MA12,2012-05-01,1499
J01MA02,2012-05-01,1486
A07AA11,2012-05-01,1374
J01CA04,2012-05-01,1318
J01CR02,2012-06-01,3935
J01MA02,2012-06-01,1350
J01MA12,2012-06-01,1317
A07AA11,2012-06-01,1226
J01FA09,2012-06-01,1072
J01CR02,2012-07-01,4142
A07AA11,2012-07-01,1556
J01MA02,2012-07-01,1440
J01MA12,2012-07-01,1215
J01CA04,2012-07-01,1074
J01CR02,2012-08-01,3194
A07AA11,2012-08-01,1199
J01MA02,2012-08-01,1077
J01MA12,2012-08-01,877
J01CA04,2012-08-01,767
J01CR02,2012-09-01,4415
J01MA02,2012-09-01,1467
A07AA11,2012-09-01,1332
J01MA12,2012-09-01,1321
J01CA04,2012-09-01,1205
J01CR02,2012-10-01,5132
J01MA12,2012-10-01,1714
J01MA02,2012-10-01,1640
J01CA04,2012-10-01,1402
A07AA11,2012-10-01,1280
J01CR02,2012-11-01,5257
J01MA12,2012-11-01,1663
J01MA02,2012-11-01,1597
J01CA04,2012-11-01,1382
J01FA09,2012-11-01,1359
J01CR02,2012-12-01,4940
J01MA12,2012-12-01,1472
J01MA02,2012-12-01,1325
J01CA04,2012-12-01,1224
J01FA09,2012-12-01,1205
J01CR02,2013-01-01,7273
J01MA12,2013-01-01,2161
J01FA09,2013-01-01,1911
J01MA02,2013-01-01,1822
J01CA04,2013-01-01,1691
J01CR02,2013-02-01,6123
J01MA12,2013-02-01,2013
J01MA02,2013-02-01,1624
J01FA09,2013-02-01,1607
J01CA04,2013-02-01,1444
J01CR02,2013-03-01,5695
J01MA12,2013-03-01,1865
J01MA02,2013-03-01,1638
J01FA09,2013-03-01,1455
J01CA04,2013-03-01,1355
J01CR02,2013-04-01,5096
J01MA12,2013-04-01,1556
J01MA02,2013-04-01,1470
A07AA11,2013-04-01,1275
J01FA09,2013-04-01,1183
J01CR02,2013-05-01,5110
J01MA02,2013-05-01,1557
J01MA12,2013-05-01,1534
A07AA11,2013-05-01,1426
J01CA04,2013-05-01,1224
J01CR02,2013-06-01,4435
J01MA02,2013-06-01,1373
J01MA12,2013-06-01,1298
A07AA11,2013-06-01,1281
J01FA09,2013-06-01,1098
J01CR02,2013-07-01,4663
A07AA11,2013-07-01,1601
J01MA02,2013-07-01,1597
J01MA12,2013-07-01,1367
J01CA04,2013-07-01,1057
J01CR02,2013-08-01,3285
A07AA11,2013-08-01,1133
J01MA02,2013-08-01,1129
J01MA12,2013-08-01,906
J01XX01,2013-08-01,732
J01CR02,2013-09-01,5118
J01MA02,2013-09-01,1503
J01MA12,2013-09-01,1412
A07AA11,2013-09-01,1376
J01CA04,2013-09-01,1148
J01CR02,2013-10-01,5624
J01MA02,2013-10-01,1804
J01MA12,2013-10-01,1658
A07AA11,2013-10-01,1376
J01CA04,2013-10-01,1345
J01CR02,2013-11-01,5161
J01MA02,2013-11-01,1576
J01MA12,2013-11-01,1424
A07AA11,2013-11-01,1219
J01CA04,2013-11-01,1156
J01CR02,2013-12-01,5840
J01MA12,2013-12-01,1649
J01MA02,2013-12-01,1534
J01FA09,2013-12-01,1408
A07AA11,2013-12-01,1291
J01CR02,2014-01-01,7310
J01MA12,2014-01-01,2180
J01MA02,2014-01-01,1921
J01FA09,2014-01-01,1834
J01DD04,2014-01-01,1730
J01CR02,2014-02-01,6139
J01MA12,2014-02-01,1823
J01MA02,2014-02-01,1770
J01FA09,2014-02-01,1612
J01DD04,2014-02-01,1423
J01CR02,2014-03-01,6164
J01MA12,2014-03-01,1944
J01MA02,2014-03-01,1802
J01FA09,2014-03-01,1592
A07AA11,2014-03-01,1401
J01CR02,2014-04-01,5200
J01MA12,2014-04-01,1571
J01MA02,2014-04-01,1569
A07AA11,2014-04-01,1352
J01FA09,2014-04-01,1278
J01CR02,2014-05-01,5304
J01MA02,2014-05-01,1650
J01MA12,2014-05-01,1641
A07AA11,2014-05-01,1601
J01FA09,2014-05-01,1257
J01CR02,2014-06-01,4662
J01MA02,2014-06-01,1594
A07AA11,2014-06-01,1507
J01MA12,2014-06-01,1395
J01FA09,2014-06-01,1064
J01CR02,2014-07-01,5014
A07AA11,2014-07-01,1849
J01MA02,2014-07-01,1765
J01MA12,2014-07-01,1320
J01XX01,2014-07-01,1083
J01CR02,2014-08-01,3450
A07AA11,2014-08-01,1278
J01MA02,2014-08-01,1164
J01MA12,2014-08-01,896
J01XX01,2014-08-01,798
J01CR02,2014-09-01,5428
J01MA02,2014-09-01,1775
A07AA11,2014-09-01,1650
J01MA12,2014-09-01,1554
J01CA04,2014-09-01,1069
J01CR02,2014-10-01,5817
J01MA02,2014-10-01,1875
J01MA12,2014-10-01,1691
A07AA11,2014-10-01,1413
J01FA09,2014-10-01,1324
J01CR02,2014-11-01,5280
J01MA02,2014-11-01,1704
J01MA12,2014-11-01,1492
A07AA11,2014-11-01,1289
J01FA09,2014-11-01,1200
J01CR02,2014-12-01,5706
J01MA02,2014-12-01,1703
J01MA12,2014-12-01,1626
J01FA09,2014-12-01,1395
J01DD04,2014-12-01,1365
J01CR02,2015-01-01,7621
J01MA12,2015-01-01,2180
J01FA09,2015-01-01,2149
J01MA02,2015-01-01,2140
J01DD04,2015-01-01,2092
J01CR02,2015-02-01,6404
J01MA12,2015-02-01,2050
J01MA02,2015-02-01,1844
J01FA09,2015-02-01,1749
J01DD04,2015-02-01,1654
J01CR02,2015-03-01,6380
J01MA12,2015-03-01,2094
J01MA02,2015-03-01,2002
J01FA09,2015-03-01,1656
J01DD04,2015-03-01,1520
A07AA11,2015-03-01,1520
J01CR02,2015-04-01,4979
J01MA12,2015-04-01,1588
J01MA02,2015-04-01,1579
A07AA11,2015-04-01,1384
J01FA09,2015-04-01,1254
J01CR02,2015-05-01,4628
A07AA11,2015-05-01,1602
J01MA02,2015-05-01,1501
J01MA12,2015-05-01,1360
J01FA09,2015-05-01,1083
J01CR02,2015-06-01,4529
A07AA11,2015-06-01,1640
J01MA02,2015-06-01,1565
J01MA12,2015-06-01,1310
J01FA09,2015-06-01,1039
J01CR02,2015-07-01,4623
A07AA11,2015-07-01,1896
J01MA02,2015-07-01,1722
J01MA12,2015-07-01,1228
J01XX01,2015-07-01,1219
J01CR02,2015-08-01,3269
A07AA11,2015-08-01,1542
J01MA02,2015-08-01,1253
J01MA12,2015-08-01,900
J01XX01,2015-08-01,848
J01CR02,2015-09-01,4889
A07AA11,2015-09-01,1785
J01MA02,2015-09-01,1719
J01MA12,2015-09-01,1394
J01CA04,2015-09-01,1044
J01CR02,2015-10-01,5411
J01MA02,2015-10-01,1833
J01MA12,2015-10-01,1610
A07AA11,2015-10-01,1510
J01FA09,2015-10-01,1291
J01CR02,2015-11-01,5384
J01MA02,2015-11-01,1676
J01MA12,2015-11-01,1570
A07AA11,2015-11-01,1460
J01FA09,2015-11-01,1247
J01CR02,2015-12-01,5605
J01MA02,2015-12-01,1714
J01MA12,2015-12-01,1509
A07AA11,2015-12-01,1492
J01DD04,2015-12-01,1368
J01CR02,2016-01-01,6181
J01MA02,2016-01-01,1709
J01MA12,2016-01-01,1666
J01DD04,2016-01-01,1554
A07AA11,2016-01-01,1538
J01CR02,2016-02-01,5917
J01MA02,2016-02-01,1820
J01MA12,2016-02-01,1820
J01DD04,2016-02-01,1487
A07AA11,2016-02-01,1478
J01FA09,2016-02-01,1409
J01CR02,2016-03-01,6207
J01MA02,2016-03-01,1796
J01MA12,2016-03-01,1712
A07AA11,2016-03-01,1548
J01FA09,2016-03-01,1431
J01CR02,2016-04-01,4984
J01MA02,2016-04-01,1490
J01MA12,2016-04-01,1454
A07AA11,2016-04-01,1305
J01FA09,2016-04-01,1125
J01CR02,2016-05-01,5526
J01MA02,2016-05-01,1705
A07AA11,2016-05-01,1638
J01MA12,2016-05-01,1484
J01FA09,2016-05-01,1182
J01CR02,2016-06-01,4525
A07AA11,2016-06-01,1580
J01MA02,2016-06-01,1487
J01MA12,2016-06-01,1204
J01FA09,2016-06-01,921
J01CR02,2016-07-01,4506
A07AA11,2016-07-01,1755
J01MA02,2016-07-01,1460
J01MA12,2016-07-01,1129
J01XX01,2016-07-01,1040
J01CR02,2016-08-01,3816
A07AA11,2016-08-01,1455
J01MA02,2016-08-01,1276
J01MA12,2016-08-01,912
J01XX01,2016-08-01,910
J01CR02,2016-09-01,5050
J01MA02,2016-09-01,1707
A07AA11,2016-09-01,1607
J01MA12,2016-09-01,1300
J01FA09,2016-09-01,1000
J01CR02,2016-10-01,5396
J01MA02,2016-10-01,1645
J01MA12,2016-10-01,1557
A07AA11,2016-10-01,1375
J01DD04,2016-10-01,1174
J01CR02,2016-11-01,5324
J01MA02,2016-11-01,1661
J01MA12,2016-11-01,1512
A07AA11,2016-11-01,1415
J01FA09,2016-11-01,1111
J01CR02,2016-12-01,6563
J01MA02,2016-12-01,1944
J01MA12,2016-12-01,1695
J01DD04,2016-12-01,1663
J01FA09,2016-12-01,1554
J01CR02,2017-01-01,6864
J01MA02,2017-01-01,2255
J01MA12,2017-01-01,1880
J01DD04,2017-01-01,1765
J01FA09,2017-01-01,1674
J01CR02,2017-02-01,5169
J01MA02,2017-02-01,1723
J01MA12,2017-02-01,1500
A07AA11,2017-02-01,1435
J01DD04,2017-02-01,1230
J01CR02,2017-03-01,6088
J01MA02,2017-03-01,1830
J01MA12,2017-03-01,1724
A07AA11,2017-03-01,1634
J01DD04,2017-03-01,1346
J01CR02,2017-04-01,4192
J01MA02,2017-04-01,1428
A07AA11,2017-04-01,1250
J01MA12,2017-04-01,1227
J01DD04,2017-04-01,892
J01CR02,2017-05-01,5311
A07AA11,2017-05-01,1676
J01MA02,2017-05-01,1670
J01MA12,2017-05-01,1352
J01FA09,2017-05-01,1057
J01CR02,2017-06-01,4300
A07AA11,2017-06-01,1545
J01MA02,2017-06-01,1466
J01MA12,2017-06-01,1098
J01XX01,2017-06-01,987
J01CR02,2017-07-01,4517
A07AA11,2017-07-01,1888
J01MA02,2017-07-01,1535
J01XX01,2017-07-01,1078
J01MA12,2017-07-01,972
J01CR02,2017-08-01,3449
A07AA11,2017-08-01,1491
J01MA02,2017-08-01,1263
J01XX01,2017-08-01,913
J01MA12,2017-08-01,757
J01CR02,2017-09-01,4969
A07AA11,2017-09-01,1682
J01MA02,2017-09-01,1580
J01MA12,2017-09-01,1224
J01XX01,2017-09-01,974
J01CR02,2017-10-01,5700
J01MA02,2017-10-01,1773
A07AA11,2017-10-01,1591
J01MA12,2017-10-01,1579
J01DD04,2017-10-01,1255
J01CR02,2017-11-01,5369
J01MA02,2017-11-01,1638
A07AA11,2017-11-01,1424
J01MA12,2017-11-01,1383
J01DD04,2017-11-01,1147
J01CR02,2017-12-01,5158
J01MA02,2017-12-01,1488
A07AA11,2017-12-01,1355
J01DD04,2017-12-01,1302
J01MA12,2017-12-01,1296
J01CR02,2018-01-01,7800
J01DD04,2018-01-01,2132
J01MA12,2018-01-01,2129
J01MA02,2018-01-01,2011
J01FA09,2018-01-01,1694
J01CR02,2018-02-01,5431
J01MA02,2018-02-01,1581
J01MA12,2018-02-01,1495
J01DD04,2018-02-01,1417
A07AA11,2018-02-01,1374
J01CR02,2018-03-01,5441
J01MA02,2018-03-01,1718
J01MA12,2018-03-01,1579
A07AA11,2018-03-01,1539
J01DD04,2018-03-01,1255
J01CR02,2018-04-01,4290
J01MA02,2018-04-01,1426
A07AA11,2018-04-01,1268
J01MA12,2018-04-01,1254
J01FA09,2018-04-01,977
J01CR02,2018-05-01,4935
A07AA11,2018-05-01,1564
J01MA02,2018-05-01,1538
J01MA12,2018-05-01,1263
J01XX01,2018-05-01,992
J01CR02,2018-06-01,4108
A07AA11,2018-06-01,1469
J01MA02,2018-06-01,1394
J01MA12,2018-06-01,1054
J01XX01,2018-06-01,914
J01CR02,2018-07-01,4258
A07AA11,2018-07-01,1688
J01MA02,2018-07-01,1420
J01MA12,2018-07-01,1085
J01XX01,2018-07-01,1066
J01CR02,2018-08-01,2971
A07AA11,2018-08-01,1268
J01MA02,2018-08-01,1093
J01XX01,2018-08-01,791
J01MA12,2018-08-01,747
J01CR02,2018-09-01,912
A07AA11,2018-09-01,318
J01MA02,2018-09-01,316
J01MA12,2018-09-01,247
J01DD04,2018-09-01,206
