co_codifa,mese,count
026089108,2014-01-01,284
023097102,2014-01-01,234
026141147,2014-01-01,182
026089019,2014-02-01,780
027860042,2014-02-01,313
026089108,2014-02-01,255
023097102,2014-02-01,171
026141147,2014-02-01,153
026089019,2014-03-01,799
027860042,2014-03-01,301
026089108,2014-03-01,200
023097102,2014-03-01,182
026141147,2014-03-01,174
026089019,2014-04-01,598
027860042,2014-04-01,247
026089108,2014-04-01,206
023097102,2014-04-01,128
026664021,2014-04-01,126
026089019,2014-05-01,643
027860042,2014-05-01,296
026089108,2014-05-01,191
025300029,2014-05-01,163
026141147,2014-05-01,148
026089019,2014-06-01,578
027860042,2014-06-01,199
026089108,2014-06-01,167
025300029,2014-06-01,115
023097102,2014-06-01,111
026089019,2014-07-01,623
027860042,2014-07-01,221
025300029,2014-07-01,189
026089108,2014-07-01,185
025680024,2014-07-01,179
026089019,2014-08-01,507
027860042,2014-08-01,176
026089108,2014-08-01,132
025300029,2014-08-01,129
025680024,2014-08-01,120
026089019,2014-09-01,750
027860042,2014-09-01,280
026089108,2014-09-01,192
023097102,2014-09-01,182
025680024,2014-09-01,156
026089019,2014-10-01,793
027860042,2014-10-01,277
026089108,2014-10-01,209
026664021,2014-10-01,178
023097102,2014-10-01,174
026089019,2014-11-01,657
027860042,2014-11-01,245
026089108,2014-11-01,171
023097102,2014-11-01,136
026141147,2014-11-01,121
026089019,2014-12-01,682
027860042,2014-12-01,260
026089108,2014-12-01,174
023097102,2014-12-01,142
026141147,2014-12-01,137
026089019,2015-01-01,893
027860042,2015-01-01,317
026089108,2015-01-01,263
023097102,2015-01-01,210
026141147,2015-01-01,201
026089019,2015-02-01,798
027860042,2015-02-01,271
026089108,2015-02-01,223
023097102,2015-02-01,162
027134030,2015-02-01,155
026089019,2015-03-01,747
027860042,2015-03-01,291
026089108,2015-03-01,238
023097102,2015-03-01,159
026141147,2015-03-01,152
026089019,2015-04-01,586
027860042,2015-04-01,189
026089108,2015-04-01,137
025300029,2015-04-01,124
027134030,2015-04-01,120
026089019,2015-05-01,589
025300029,2015-05-01,197
027860042,2015-05-01,180
026089108,2015-05-01,147
023097102,2015-05-01,121
026089019,2015-06-01,557
027860042,2015-06-01,194
026089108,2015-06-01,152
025300029,2015-06-01,143
025680024,2015-06-01,121
026089019,2015-07-01,601
027860042,2015-07-01,202
025680024,2015-07-01,180
026089108,2015-07-01,173
025300029,2015-07-01,163
026089019,2015-08-01,467
025300029,2015-08-01,176
027860042,2015-08-01,169
025680024,2015-08-01,159
026089108,2015-08-01,126
026089019,2015-09-01,638
027860042,2015-09-01,233
025300029,2015-09-01,196
026089108,2015-09-01,192
026664021,2015-09-01,148
026089019,2015-10-01,633
027860042,2015-10-01,232
026089108,2015-10-01,152
023097102,2015-10-01,147
026664021,2015-10-01,143
026089019,2015-11-01,560
027860042,2015-11-01,202
026089108,2015-11-01,169
023097102,2015-11-01,143
025680024,2015-11-01,136
026089019,2015-12-01,636
027860042,2015-12-01,244
026089108,2015-12-01,164
026141147,2015-12-01,139
023097102,2015-12-01,134
026089019,2016-01-01,667
027860042,2016-01-01,280
026089108,2016-01-01,181
026141147,2016-01-01,159
023097102,2016-01-01,152
026089019,2016-02-01,740
027860042,2016-02-01,258
026089108,2016-02-01,193
027134030,2016-02-01,145
023097102,2016-02-01,142
026089019,2016-03-01,787
027860042,2016-03-01,301
026089108,2016-03-01,243
023097102,2016-03-01,193
027134030,2016-03-01,182
026089019,2016-04-01,617
027860042,2016-04-01,249
026089108,2016-04-01,165
023097102,2016-04-01,134
026664021,2016-04-01,133
026089019,2016-05-01,637
027860042,2016-05-01,246
026089108,2016-05-01,170
023097102,2016-05-01,148
025680024,2016-05-01,127
026089019,2016-06-01,499
027860042,2016-06-01,203
026089108,2016-06-01,134
025680024,2016-06-01,115
025300029,2016-06-01,112
026089019,2016-07-01,476
027860042,2016-07-01,200
025300029,2016-07-01,138
026089108,2016-07-01,127
025680024,2016-07-01,126
026089019,2016-08-01,491
027860042,2016-08-01,149
026089108,2016-08-01,137
025680024,2016-08-01,124
026664021,2016-08-01,122
026089019,2016-09-01,636
027860042,2016-09-01,236
026089108,2016-09-01,158
025680024,2016-09-01,145
023097102,2016-09-01,131
026089019,2016-10-01,605
027860042,2016-10-01,256
026089108,2016-10-01,162
023097102,2016-10-01,129
026141147,2016-10-01,111
025680024,2016-10-01,111
026089019,2016-11-01,610
027860042,2016-11-01,196
026089108,2016-11-01,165
025300029,2016-11-01,121
025680024,2016-11-01,119
026089019,2016-12-01,806
027860042,2016-12-01,369
026089108,2016-12-01,243
023097102,2016-12-01,163
027134030,2016-12-01,154
026089019,2017-01-01,788
027860042,2017-01-01,297
026089108,2017-01-01,242
026664021,2017-01-01,152
027134030,2017-01-01,148
026089019,2017-02-01,617
027860042,2017-02-01,272
026089108,2017-02-01,155
026664021,2017-02-01,126
023097102,2017-02-01,124
026089019,2017-03-01,722
027860042,2017-03-01,290
026089108,2017-03-01,188
025680024,2017-03-01,147
025300029,2017-03-01,143
026089019,2017-04-01,510
026664021,2017-04-01,225
027860042,2017-04-01,221
026089108,2017-04-01,132
025300029,2017-04-01,100
026089019,2017-05-01,638
027860042,2017-05-01,227
026089108,2017-05-01,167
025680024,2017-05-01,127
025300029,2017-05-01,121
026089019,2017-06-01,532
027860042,2017-06-01,184
026089108,2017-06-01,128
026664021,2017-06-01,114
025680024,2017-06-01,111
025300029,2017-06-01,111
026089019,2017-07-01,553
027860042,2017-07-01,204
025300029,2017-07-01,149
025680024,2017-07-01,140
026089108,2017-07-01,132
026089019,2017-08-01,501
027860042,2017-08-01,156
025300029,2017-08-01,134
026089108,2017-08-01,132
025680024,2017-08-01,108
026089019,2017-09-01,631
027860042,2017-09-01,239
026089108,2017-09-01,174
026664021,2017-09-01,130
027134030,2017-09-01,128
025680024,2017-09-01,128
026089019,2017-10-01,690
027860042,2017-10-01,273
026089108,2017-10-01,163
027134030,2017-10-01,133
025680024,2017-10-01,132
026089019,2017-11-01,629
027860042,2017-11-01,221
026089108,2017-11-01,143
027134030,2017-11-01,119
025680024,2017-11-01,102
026089019,2017-12-01,571
027860042,2017-12-01,216
026089108,2017-12-01,159
027134030,2017-12-01,100
026141147,2017-12-01,95
026089019,2018-01-01,950
027860042,2018-01-01,343
026089108,2018-01-01,251
027134030,2018-01-01,156
026664021,2018-01-01,140
026089019,2018-02-01,652
027860042,2018-02-01,256
026089108,2018-02-01,160
027134030,2018-02-01,116
026664021,2018-02-01,114
026089019,2018-03-01,648
027860042,2018-03-01,257
026089108,2018-03-01,164
025680024,2018-03-01,145
027134030,2018-03-01,125
026089019,2018-04-01,510
027860042,2018-04-01,204
026664021,2018-04-01,130
026089108,2018-04-01,109
025300029,2018-04-01,102
026089019,2018-05-01,574
027860042,2018-05-01,232
026089108,2018-05-01,168
025680024,2018-05-01,123
025300029,2018-05-01,118
026089019,2018-06-01,440
027860042,2018-06-01,200
026089108,2018-06-01,123
025680024,2018-06-01,109
026664021,2018-06-01,102
026089019,2018-07-01,530
027860042,2018-07-01,185
025680024,2018-07-01,145
026089108,2018-07-01,130
025300029,2018-07-01,122
026089019,2018-08-01,407
027860042,2018-08-01,164
025300029,2018-08-01,103
026089108,2018-08-01,97
025680024,2018-08-01,92
026089019,2018-09-01,130
027860042,2018-09-01,36
026089108,2018-09-01,33
025300029,2018-09-01,25
025202058,2018-09-01,22
023097102,2018-09-01,22
