userid,pazienti,prescrizioni
A=6&<:?,31,365
A.F}=?Z,31,363
A.N?G-},32,363
A=#¶D8D,31,361
A.*3N9N,38,360
A.^.?PM,32,357
A.¶.2©<,82,357
A=I[Q3G,29,346
A.}(/C|,27,345
A.DHI.$,34,340
A.X&$ET,52,337
A.S*)17,28,335
A.XT-?6,69,328
A:4¶OKD,43,327
A.F?NWG,35,324
A.9[U9F,29,322
A.36HT^,40,320
A.UC=_A,22,319
A.*[>@4,23,319
A.BCO]2,36,318
A:_#![=,36,317
A.^$4R{,47,317
APXKUE8,29,315
A:286Y$,26,315
¶[WJS-3,30,311
A.DHL9M,23,309
A.UA$N(,20,307
^!|OBUT,4,307
A.¶3*-4,21,305
MQT5VUX,66,304
A.^[T{7,24,303
A.{#H#Y,64,302
A.^25)V,39,301
A.*=X}¶,27,300
A.F:|X@,24,299
¶IPF@5R,32,285
A.S¶!QN,38,278
A=$*I[*,18,277
A.V}8#=,45,274
YR8GRT9,2,272
A.¶B05<,15,271
A:DYOFT,29,271
JWFSWMV,29,269
A:?#JGT,42,267
A.*+C2=,32,263
A.UZ((H,29,262
A.*F©5J,81,256
A.R]J_<,31,253
A.U<<8S,26,251
"A:=C@K,",19,249
A.XZ=(1,20,245
A.^-@?_,21,244
A.UDWS7,26,242
A.B!<A^,16,241
A:(0¶?9,22,241
A.{625#,28,239
A.(0(J*,23,238
PGW7RQ5,38,238
2BRTSGJ,12,235
A.3)|#1,27,233
A.^>X7L,24,228
A:/>¶3V,30,226
A¶@{P#N,45,226
A.6Y;Z/,26,224
A.D48$),20,218
A.UD(KC,23,217
A:SG<&M,12,215
A.U=@NO,36,214
A.BXWM2,27,213
A.T^©3?,15,208
A.YZ!<;,43,206
"^&!I,^9",8,204
A.B;3E_,16,200
A¶&V1EU,21,196
A=<4;!R,29,193
SJSUUWM,21,193
A:_J[@Q,5,191
A.S9{]H,12,190
"A.*F&2,",83,190
A.P0-]J,18,188
5KPMS9E,15,187
A:-I_MB,4,187
EQWER3Q,13,185
"A.Y+Z,=",16,184
A.V[J/5,31,184
A.UDPI7,16,183
A.E@>88,14,182
A.C/_KR,53,177
A.*[-*:,16,175
A=TV]¶<,16,175
A./HRE;,9,175
A.-F5LP,10,172
A.^IT8},17,171
A==GP<6,30,169
A.S!_N¶,28,164
A.^>XG/,10,163
^E{NK+I,20,157
A.FO6QP,13,155
A:N@*(2,1,153
A.¶#©&/,23,151
^H^^M.B,7,151
A.¶3?<H,35,149
A.V¶P5@,17,148
A.U4U}O,7,147
A.US^/E,11,147
AK6FWZR,7,146
A.XY*M^,10,145
A=9I=7H,9,144
QKFQU5U,16,144
A./<Z0¶,19,142
A=+G^+N,16,141
A.DQ&>7,3,140
A.*[$©H,60,137
A.LR6X[,12,134
A.+#2#E,11,132
"A.^,H(!",12,129
A.UA93^,8,128
A.=W!W.,16,127
A:#7<2H,2,126
A:GGYT$,7,125
^V|ZM69,9,125
A=(;E*D,14,125
A:ORUMZ,2,123
A.{$=OE,71,121
A=:)C|2,5,119
A=*_!DU,13,117
A.5-M=M,17,116
A.D+;(J,12,115
5JEKRA2,2,114
P5CNV7B,1,113
XPRRD9E,3,110
A.X]$3),19,109
"A.U);,^",18,107
A.QK:]5,113,106
3GGSR4W,6,103
A.}<.I|,12,102
A.CFN}X,17,102
A=;J-0J,9,98
A.IYL0J,12,96
WYHQQWM,18,95
A.;Z?WH,17,94
"A=DB!6,",3,93
A.?+|/5,163,93
XR5FW79,6,93
KF9GRBC,14,91
A.1>$[D,5,90
A:[?OSH,16,89
A.U4>XB,6,87
A.P6-FL,13,87
A=|5*¶&,3,87
A=M7=I),7,87
A.(L^?A,17,85
A.7UJ2),11,82
A.>|BY>,30,81
DEMO_3Q,4,79
A.AAKH@,4,79
A.B@-E©,10,79
A:#T<>8,8,77
A.:¶-IG,26,76
A.¶#N&N,4,76
A.T.UO[,9,74
A.U:*$=,5,74
A.C2¶^Y,14,73
A.DEH5E,5,69
A.?#^Q@,657,69
A.5P.9E,8,67
"A:438-,",9,66
A.^/TE?,6,64
A=}LL©L,1,62
A.{95CP,10,62
SDSRR84,12,62
A:}><FV,3,61
A:L{!WK,9,61
A.V;V@B,7,60
A.{!FCC,5,59
A:#_VK1,9,57
9X3GTZR,14,55
¶>DHXKA,20,55
PN7MSPC,11,54
DRPCST9,1,54
A.UP]0©,6,53
JK3JWE8,5,52
"A=@|H,}",2,52
A.3L}¶Z,3,50
^A90T$4,6,49
"A.8!,62",2,48
A:#|RWY,5,47
A.F©:!_,4,47
A./|}GJ,7,46
A=<_9K5,9,45
A:84:AG,7,44
RDTKW7B,6,44
A=AH.:E,10,43
"A:2A¶7,",5,43
YKNNWQ5,10,43
A.IYWI9,1,42
A:8]>H+,6,42
6PKXQWM,29,42
A:-PS#©,1,41
A.?+V74,53,40
A:ANP&-,2,40
A=¶Y|3L,1,40
A=;]7Z?,5,40
NN5SRKA,4,39
AYDXJ1M,6,38
A.(]^ZU,2,36
A:E:X-$,4,36
AF4WN1M,3,36
A.CEW}>,3,34
A.¶^9{M,8,34
A:92)={,1,33
^B836NQ,1,33
A:_]N)=,6,32
A.¶4$;T,3,32
A:5TR.),3,29
A.Y+T>E,4,29
A.?G&#G,3,29
QK8PWS8,3,29
A.¶^9SO,3,28
RJSF4E8,1,28
A.=9O<T,2,27
¶4(!^&R,2,25
A.XA/?S,7,25
A.{$/(5,24,25
A=[FR;J,1,25
DQ4CD9E,2,25
A.F2==L,1,24
A=!9#/$,3,24
A.H+Z.},3,23
"A¶:,K:S",2,23
"A=9J4,$",4,22
A:=W;|.,11,22
A.TF1}$,2,21
A:E*/9#,4,21
A:]78C;,3,20
A.*+1LI,1,20
A.<L92(,5,19
A:#|+5},2,19
A.^8SR>,6,19
A=LF6B*,1,17
RYCCVDF,6,17
A:;Y;-+,1,17
A:?#JS#,2,16
A.RKP0[,2,16
A.9F4>^,5,15
ARMYEVJ,1,15
A.)7!JN,2,15
A:G];GB,1,14
^!Y3©&F,1,12
QEWHW7B,1,12
A.*+CDS,1,12
A:#:3>S,2,12
A=!M_8C,3,12
WX4NTC5,1,11
A.F2:2),1,10
SQSMURF,1,10
A.@{&QY,335,10
A.G-+V6,2,10
A.;Z©.@,5,8
A.B0}[.,1,8
A.T/.X©,3,7
"A,20{_S",125,6
A.E<(L@,2,6
"A:,VT((",1,6
NNQ6TQ5,2,5
N6Y9DWM,1,5
"A,2MF]2",42,5
A:=4<3!,1,5
A.JG9¶W,1,5
A.@LT!@,10,5
¶}MC]<7,1,5
"A,2N480",30,4
"A.@¶W,K",205,4
"A,1©I[P",68,4
A=F2B8-,1,4
"A,1.FM<",52,3
A:QR^1D,1,3
A.{JDE7,1,3
A=N]A41,1,3
"A,2X@N=",39,3
JXSRQYM,1,3
"A,1)O#I",49,3
4TY8YX6,1,2
7DFXTGJ,2,2
"A,1@CEY",9,2
"A.36$D,",1,2
A.{!)7P,1,2
"A,05]F/",43,2
A.(@?)=,1,2
A.A>8)V,1,2
"A,202#6",20,2
A.|}8L©,117,2
A.2|PA[,1,2
A.&D-MS,398,2
"A,1UL43",23,1
A.)O>Y!,1,1
"A,213*G",22,1
A.©-27@,2,1
¶NW:/?7,1,1
"A,2;])0",31,1
"A,2#RHH",10,1
"A,1W6@=",21,1
"A,2W#R9",25,1
"A,1{+D@",107,1
A:©W./©,1,1
"A.@8AT,",72,1
RQPNWYM,10,1
A.|_XD7,25,1
A.]<|?@,1,1
A.Z$A|2,1,1
