userid,pazienti,prescrizioni
A:/>¶3V,30,10
A.B&)P¶,37,10
A.*=X}¶,27,9
¶IPF@5R,32,9
"A,2;])0",31,9
A.{$/(5,24,9
"A,2X@N=",39,9
"A,1.FM<",52,9
A.}H¶-^,56,9
"A,0)SGS",30,9
A:)C+|I,28,9
A:)O_J_,23,9
A=6&<:?,31,9
A.T/81!,38,9
A.X]$3),19,9
A.V[J/5,31,9
"A.TR,+8",49,9
A.U^K)A,24,9
A.F}=?Z,31,9
A.F?NWG,35,9
A:>VK>5,49,9
A=7?_7I,52,9
A.DHL9M,23,9
"A,2D}*}",32,9
A.UD1V[,40,9
A.D48$),20,8
A.¶#©&/,23,8
A.¶3*-4,21,8
A.6Y;Z/,26,8
¶]_*#}3,37,8
A.9[U9F,29,8
A./QO5$,33,8
A./<Z0¶,19,8
APXKUE8,29,8
A.*3N9N,38,8
A.*=V:),30,8
A.*[$©H,60,8
A.$U;QU,33,8
A.UD(KC,23,7
A.S*)17,28,7
"A.3J4L,",30,7
"A,1.!:K",18,7
A.:¶-IG,26,7
"A,213*G",22,7
A.F:|X@,24,7
JWFSWMV,29,7
A.{WBK!,47,7
"A,2)!{(",26,7
A¶@{P#N,45,7
"A.B!Z!,",47,6
"A.CEW,R",37,6
"A,2)©T_",20,6
A=#?}K&,33,6
A=I[Q3G,29,6
A.*+C2=,32,6
¶M/9+BN,43,6
A.^L43$,39,6
¶[WJS-3,30,6
A.(0(J*,23,6
A:286Y$,26,6
WYHQQWM,18,6
A:>6X17,21,6
A.U_FVA,51,6
A.}©+$G,22,6
A3QKKS8,37,6
"A:=C@K,",19,6
A:[WQT.,31,6
A.W?NU0,25,6
A.P0-]J,18,6
A.}(/C|,27,6
A.SV3?),47,6
"A,1W6@=",21,6
"A,2W#R9",25,6
A.B;3E_,16,6
A:ORUMZ,2,5
A=+G^+N,16,5
A=<4;!R,29,5
A.CFN}X,17,5
A./|}GJ,7,5
A.BXWM2,27,5
A.#X©U),15,5
A.GY2;I,42,5
A.UC=_A,22,5
A.CEY=J,45,5
9X3GTZR,14,5
A.>|BY>,30,5
A.^>X7L,24,5
A=$*I[*,18,5
A=(;E*D,14,5
A.U=@NO,36,5
A.(L^?A,17,5
A.T.UO[,9,5
A.*J>:],37,5
A=;]7Z?,5,5
A:DYOFT,29,5
"A,1II*>",25,5
A.*[-*:,16,5
A.B!<A^,16,5
A.=W!W.,16,5
A:=W;|.,11,5
"A,2N480",30,5
5JEKRA2,2,5
A.+#2#E,11,5
A.T^©3?,15,4
A.=6^19,24,4
A.©0Z)>,10,4
A.^IT8},17,4
A.^[T{7,24,4
A.¶B05<,15,4
A.^-@?_,21,4
A.;Z?WH,17,4
A./|]PA,26,4
A.LR6X[,12,4
"A,3BU:8",11,4
A.P6-FL,13,4
A=M7=I),7,4
A.R]J_<,31,4
"A,1UL43",23,4
"A,1@CEY",9,4
"A,0SJIC",27,4
A=3TCC#,25,4
A==GP<6,30,4
6PKXQWM,29,4
5KPMS9E,15,4
RQPNWYM,10,4
A=;J-0J,9,4
SJSUUWM,21,4
A.UDPI7,16,4
¶>DHXKA,20,4
^V|ZM69,9,4
A:_<I!2,27,4
XR5FW79,6,4
A.V¶P5@,17,4
A:?#JGT,42,4
A.5P.9E,8,3
A=|5*¶&,3,3
A.S9{]H,12,3
A:#|RWY,5,3
A:8]>H+,6,3
"A,202#6",20,3
A.XA/?S,7,3
PN7MSPC,11,3
A.¶^9{M,8,3
A./HRE;,9,3
A.UA$N(,20,3
RJSF4E8,1,3
A=9I=7H,9,3
A.FO6QP,13,3
QKFQU5U,16,3
A:]78C;,3,3
A.}<.I|,12,3
A.¶4$;T,3,3
^A90T$4,6,3
NNQ6TQ5,2,3
A:_J[1<,11,3
A:#T<>8,8,3
A.&51@C,11,3
A.1>$[D,5,3
A.D+;(J,12,2
A=¶Y|3L,1,2
A¶&V1EU,21,2
RDTKW7B,6,2
A:#_VK1,9,2
YKNNWQ5,10,2
A.&M{H6,3,2
A.^8SR>,6,2
2FT44JV,4,2
RYCCVDF,6,2
A=:)C|2,5,2
"^&!I,^9",8,2
A.E@>88,14,2
AF4WN1M,3,2
A=TV]¶<,16,2
A.CEW}>,3,2
A.C2¶^Y,14,2
A.UA93^,8,2
A.B@-E©,10,2
KF9GRBC,14,2
"A.Y+Z,=",16,2
A:GGYT$,7,2
A:E*/9#,4,2
A.©V-$U,13,2
A:92)={,1,2
A.?G&#G,3,2
JK3JWE8,5,2
A:}><FV,3,2
^E{NK+I,20,2
A.=9O<T,2,2
A:_]N)=,6,2
A.{95CP,10,2
A.^>XG/,10,2
"A,1>[QJ",12,2
A.RKP0[,2,2
"A,1UX/6",13,2
A.XY*M^,10,2
"A.8!,62",2,1
A.7UJ2),11,1
A.(]^ZU,2,1
"A:438-,",9,1
A.US^/E,11,1
A=AH.:E,10,1
EQWER3Q,13,1
A:©W./©,1,1
A.F2==L,1,1
A.3L}¶Z,3,1
A.@LT!@,10,1
4TY8YX6,1,1
^H^^M.B,7,1
A.$R5/Z,10,1
^!|OBUT,4,1
A.-F5LP,10,1
A.V;V@B,7,1
DQ4CD9E,2,1
A.¶#N&N,4,1
^B836NQ,1,1
A:_J[@Q,5,1
XPRRD9E,3,1
A.$YS$H,3,1
"A,2#RHH",10,1
A.IYL0J,12,1
A:-I_MB,4,1
A=*_!DU,13,1
A.U4>XB,6,1
"A.U);,^",18,1
7DFXTGJ,2,1
A.^/TE?,6,1
SDSRR84,12,1
¶NW:/?7,1,1
"A,20297",2,1
"A:[¶,HJ",22,1
A:[?OSH,16,1
A.<L92(,5,1
A:;Y;-+,1,1
A.)O>Y!,1,1
A:SG<&M,12,1
A.¶^9SO,3,1
A.AAKH@,4,1
A:L{!WK,9,1
"A,1)9U4",2,1
A.;Z©.@,5,1
A.T/.X©,3,1
A=<_9K5,9,1
N6Y9DWM,1,1
A.9F4>^,5,1
A:ANP&-,2,1
A=F2B8-,1,1
"A,0)UY[",5,1
