data,np,count
2016-11-01,5,128
2016-11-01,6,60
2016-11-01,7,16
2016-11-01,8,12
2016-11-01,9,4
2016-11-01,11,4
2016-11-01,18,1
2016-11-01,10,1
2016-11-01,12,1
2016-12-01,1,49816
2016-12-01,2,8580
2016-12-01,3,1710
2016-12-01,4,477
2016-12-01,5,162
2016-12-01,6,52
2016-12-01,7,26
2016-12-01,8,13
2016-12-01,9,10
2016-12-01,10,4
2016-12-01,11,1
2016-12-01,13,1
2016-12-01,18,1
2017-01-01,1,51573
2017-01-01,2,9129
2017-01-01,3,1973
2017-01-01,4,505
2017-01-01,5,172
2017-01-01,6,78
2017-01-01,7,21
2017-01-01,8,9
2017-01-01,11,5
2017-01-01,10,3
2017-01-01,13,3
2017-01-01,9,3
2017-01-01,12,1
2017-02-01,1,42941
2017-02-01,2,7105
2017-02-01,3,1364
2017-02-01,4,375
2017-02-01,5,97
2017-02-01,6,39
2017-02-01,7,25
2017-02-01,8,10
2017-02-01,9,4
2017-02-01,10,2
2017-02-01,13,1
2017-02-01,11,1
2017-02-01,12,1
2017-03-01,1,46762
2017-03-01,2,8251
2017-03-01,3,1723
2017-03-01,4,493
2017-03-01,5,171
2017-03-01,6,76
2017-03-01,7,21
2017-03-01,8,17
2017-03-01,9,7
2017-03-01,10,4
2017-03-01,13,1
2017-03-01,12,1
2017-03-01,11,1
2017-04-01,1,35932
2017-04-01,2,5675
2017-04-01,3,1086
2017-04-01,4,285
2017-04-01,5,76
2017-04-01,6,31
2017-04-01,7,22
2017-04-01,8,9
2017-04-01,9,4
2017-04-01,13,1
2017-04-01,12,1
2017-04-01,10,1
2017-05-01,1,41434
2017-05-01,2,7441
2017-05-01,3,1488
2017-05-01,4,412
2017-05-01,5,124
2017-05-01,6,62
2017-05-01,7,21
2017-05-01,8,14
2017-05-01,9,3
2017-05-01,10,3
2017-05-01,13,2
2017-05-01,12,2
2017-05-01,11,2
2017-05-01,14,1
2017-06-01,1,36026
2017-06-01,2,6063
2017-06-01,3,1149
2017-06-01,4,318
2017-06-01,5,96
2017-06-01,6,40
2017-06-01,7,18
2017-06-01,8,9
2017-06-01,9,8
2017-06-01,10,2
2017-06-01,11,1
2017-07-01,1,34841
2017-07-01,2,6417
2017-07-01,3,1201
2017-07-01,4,354
2017-07-01,5,87
2017-07-01,6,45
2017-07-01,7,25
2017-07-01,8,11
2017-07-01,10,2
2017-07-01,9,2
2017-08-01,1,28528
2017-08-01,2,4783
2017-08-01,3,920
2017-08-01,4,262
2017-08-01,5,92
2017-08-01,6,32
2017-08-01,7,18
2017-08-01,8,4
2017-08-01,9,4
2017-08-01,10,4
2017-08-01,13,1
2017-08-01,11,1
2017-09-01,1,39071
2017-09-01,2,6601
2017-09-01,3,1320
2017-09-01,4,316
2017-09-01,5,105
2017-09-01,6,38
2017-09-01,7,16
2017-09-01,8,9
2017-09-01,9,6
2017-09-01,10,4
2017-09-01,20,1
2017-10-01,1,43769
2017-10-01,2,7769
2017-10-01,3,1589
2017-10-01,4,457
2017-10-01,5,129
2017-10-01,6,61
2017-10-01,7,15
2017-10-01,8,10
2017-10-01,9,6
2017-10-01,10,3
2017-10-01,11,1
2017-10-01,18,1
2017-10-01,13,1
2017-11-01,1,40858
2017-11-01,2,6914
2017-11-01,3,1335
2017-11-01,4,344
2017-11-01,5,118
2017-11-01,6,40
2017-11-01,7,15
2017-11-01,8,11
2017-11-01,11,1
2017-11-01,14,1
2017-11-01,10,1
2017-11-01,16,1
2017-12-01,1,39835
2017-12-01,2,6436
2017-12-01,3,1195
2017-12-01,4,313
2017-12-01,5,112
2017-12-01,6,50
2017-12-01,7,13
2017-12-01,8,6
2017-12-01,9,4
2017-12-01,11,2
2017-12-01,13,1
2018-01-01,1,53404
2018-01-01,2,9953
2018-01-01,3,2128
2018-01-01,4,533
2018-01-01,5,192
2018-01-01,6,64
2018-01-01,7,21
2018-01-01,8,14
2018-01-01,9,8
2018-01-01,12,7
2018-01-01,10,3
2018-01-01,18,1
2018-01-01,13,1
2018-01-01,14,1
2018-02-01,1,41973
2018-02-01,2,6862
2018-02-01,3,1396
2018-02-01,4,360
2018-02-01,5,106
2018-02-01,6,32
2018-02-01,7,16
2018-02-01,8,4
2018-02-01,9,1
2018-03-01,1,41821
2018-03-01,2,7427
2018-03-01,3,1526
2018-03-01,4,410
2018-03-01,5,113
2018-03-01,6,35
2018-03-01,7,26
2018-03-01,8,13
2018-03-01,9,6
2018-03-01,11,3
2018-03-01,10,3
2018-03-01,15,1
2018-03-01,14,1
2018-04-01,1,36125
2018-04-01,2,5977
2018-04-01,3,1204
2018-04-01,4,308
2018-04-01,5,100
2018-04-01,6,50
2018-04-01,7,19
2018-04-01,8,11
2018-04-01,10,4
2018-04-01,9,3
2018-04-01,11,2
2018-05-01,1,38145
2018-05-01,2,6883
2018-05-01,3,1420
2018-05-01,4,392
2018-05-01,5,130
2018-05-01,6,46
2018-05-01,7,26
2018-05-01,8,13
2018-05-01,10,7
2018-05-01,9,5
2018-05-01,11,2
2018-05-01,13,1
2018-05-01,17,1
2018-05-01,14,1
2018-06-01,1,33701
2018-06-01,2,5761
2018-06-01,3,1221
2018-06-01,4,316
2018-06-01,5,106
2018-06-01,6,31
2018-06-01,7,20
2018-06-01,8,10
2018-06-01,9,5
2018-06-01,10,2
2018-06-01,12,1
2018-06-01,11,1
