userid,pazienti,prescrizioni
A./|}GJ,7,4
A.}(/C|,27,4
¶[WJS-3,30,4
A:ORUMZ,2,4
WBNYYRF,54,4
APYRN61,63,4
6PKXQWM,29,4
A.CFN}X,17,4
A.T.UO[,9,4
A.7/LA],93,4
^¶C?->C,54,4
A.;Z?WH,17,4
"A.CEW,R",37,4
A.^IT8},17,4
A.UDPI7,16,4
A.^[T{7,24,4
A.U=@NO,36,4
A=7?_7I,52,4
A.U_FVA,51,4
"A,1.!:K",18,4
A=;]7Z?,5,4
"A,0SJIC",27,4
"A,3BU:8",11,4
"A:=C@K,",19,3
JWFSWMV,29,3
A.}<.I|,12,3
A3QKKS8,37,3
A:?#JGT,42,3
A=M7=I),7,3
A.=W!W.,16,3
RJSF4E8,1,3
9X3GTZR,14,3
A.^>X7L,24,3
A=;J-0J,9,3
A:]78C;,3,3
A:[WQT.,31,3
A.R]J_<,31,3
A.LR6X[,12,3
A.C?*X@,47,3
SJSUUWM,21,3
"A,1II*>",25,3
^V|ZM69,9,3
"A,20{_S",125,3
"A,1UL43",23,3
A.B;3E_,16,3
A.V6K][,94,3
A=+G^+N,16,3
A:#T<>8,8,3
KREQW61,44,3
A./HRE;,9,3
A.>|BY>,30,3
A.©0Z)>,10,3
A=$*I[*,18,3
¶IPF@5R,32,3
PN7MSPC,11,3
A=3TCC#,25,3
A=|5*¶&,3,3
A=9I=7H,9,3
ACC9ZWM,68,3
A.^-@?_,21,3
A.SV3?),47,2
A.=9O<T,2,2
A.?G&#G,3,2
A:_J[1<,11,2
A./|]PA,26,2
A.©V-$U,13,2
A.¶^9{M,8,2
A.V¶P5@,17,2
A.1>$[D,5,2
A=<4;!R,29,2
A=TV]¶<,16,2
A.&51@C,11,2
JK3JWE8,5,2
A.5P.9E,8,2
A:92)={,1,2
"A,2W#R9",25,2
"A,202#6",20,2
A.RKP0[,2,2
RYCCVDF,6,2
A.UA93^,8,2
A:DYOFT,29,2
A.C/E^1,193,2
A.UA$N(,20,2
A.C}<7],86,2
"^&!I,^9",8,2
A.S9{]H,12,2
A=I[Q3G,29,2
5KPMS9E,15,2
3YUTY84,1065,2
2FT44JV,4,2
A.E@>88,14,2
A.T^©3?,15,2
XR5FW79,6,2
A=(;E*D,14,2
A=¶Y|3L,1,2
A.{95CP,10,2
A=:)C|2,5,2
A:-¶<|I,40,2
A=<_9K5,9,1
A.=6^19,24,1
A.3L}¶Z,3,1
A:#|RWY,5,1
A.$YS$H,3,1
A.&M{H6,3,1
A==GP<6,30,1
A:;Y;-+,1,1
7DFXTGJ,2,1
A.(]^ZU,2,1
^A90T$4,6,1
APXKUE8,29,1
A=AH.:E,10,1
A:_]N)=,6,1
^E{NK+I,20,1
QKFQU5U,16,1
A.^>XG/,10,1
^!|OBUT,4,1
^H^^M.B,7,1
A:SG<&M,12,1
A.¶B05<,15,1
A.¶^9SO,3,1
A.;Z©.@,5,1
AF4WN1M,3,1
A.F2==L,1,1
A.FO6QP,13,1
A.¶#N&N,4,1
YKNNWQ5,10,1
¶NW:/?7,1,1
A.P*5C3,82,1
A¶&V1EU,21,1
A=#?}K&,33,1
A=#¶D8D,31,1
EQWER3Q,13,1
A.X&$ET,52,1
A:}><FV,3,1
A.IYL0J,12,1
A:[?OSH,16,1
A:_XF©2,110,1
A.@LT!@,10,1
A.T/.X©,3,1
"A,2#RHH",10,1
"A,1UX/6",13,1
A.^/TE?,6,1
A.B!<A^,16,1
"A,20297",2,1
SDSRR84,12,1
A:_J[@Q,5,1
N6Y9DWM,1,1
RQPNWYM,10,1
"A,1>[QJ",12,1
A:GGYT$,7,1
A.^8X}¶,122,1
A.AAKH@,4,1
A.C?&D=,104,1
A.9F4>^,5,1
A.8;6YU,226,1
A:ANP&-,2,1
A.-F5LP,10,1
A:#_VK1,9,1
"A,0)UY[",5,1
